date,tmin,tmax,tavg,prec,etp,watertable
2001-01-01,-5.5,5.3,,0,,1.669
2001-01-02,0.9,4.1,,3.3,,1.666
2001-01-03,-1.3,5.7,,4.9,,1.649
2001-01-04,-2.2,2.5,,7.7,,1.627
2001-01-05,-0.5,3.1,,0,,1.594
2001-01-06,2.1,3.6,,0,,1.59
2001-01-07,3.5,6,,7.4,,1.585
2001-01-08,2.9,8.4,,0.8,,1.554
2001-01-09,1.4,12.6,,0,,1.548
2001-01-10,2.4,7.5,,0,,1.546
2001-01-11,5.4,6.4,,0,,1.542
2001-01-12,5.5,7.6,,0.6,,1.538
2001-01-13,-0.5,6.4,,5.9,,1.532
2001-01-14,-3.4,3.2,,0,,1.507
2001-01-15,-4.5,2.5,,0,,1.504
2001-01-16,-1.1,1.3,,0,,1.501
2001-01-17,-1.5,0.3,,0,,1.497
2001-01-18,-1.6,2.3,,2,,1.493
2001-01-19,-0.4,3.2,,0,,1.482
2001-01-20,2.2,5.1,,0,,1.478
2001-01-21,-1.4,8.8,,0,,1.475
2001-01-22,-1.6,5.8,,0,,1.473
2001-01-23,3.2,4.5,,0,,1.47
2001-01-24,3.7,5.3,,0,,1.466
2001-01-25,1,5.9,,5.3,,1.463
2001-01-26,3.4,5.6,,0,,1.44
2001-01-27,2,5.9,,0,,1.437
2001-01-28,4,6.3,,0,,1.434
2001-01-29,4.5,7,,6.2,,1.431
2001-01-30,4.4,6.1,,14.8,,1.406
2001-01-31,0.6,9,,0,,1.348
2001-02-01,-1.5,8.3,,0,,1.347
2001-02-02,-4.8,6.9,,0,,1.346
2001-02-03,-4.7,5.3,,0,,1.346
2001-02-04,-4.5,7.6,,0,,1.344
2001-02-05,-0.5,8.2,,0,,1.344
2001-02-06,-1.4,7.5,,0,,1.343
2001-02-07,1.8,10.2,,0,,1.343
2001-02-08,5.1,13,,0,,1.343
2001-02-09,3.9,9.3,,2.1,,1.343
2001-02-10,3.7,12.3,,4.6,,1.335
2001-02-11,1,13.7,,0,,1.319
2001-02-12,-1.2,13.6,,0,,1.32
2001-02-13,0,14.3,,0,,1.322
2001-02-14,0.2,13.1,,0,,1.324
2001-02-15,-1.9,12.9,,0,,1.326
2001-02-16,-2.9,14.7,,0,,1.328
2001-02-17,-2.7,12.9,,0,,1.331
2001-02-18,-1.5,13.1,,0,,1.333
2001-02-19,-1.1,13.6,,0,,1.336
2001-02-20,-1.3,11.5,,0,,1.338
2001-02-21,-1.8,11.3,,0,,1.34
2001-02-22,-1.3,15.3,,0,,1.343
2001-02-23,-0.1,15.9,,0,,1.346
2001-02-24,2.8,5.3,,10.1,,1.35
2001-02-25,0.3,5,,0,,1.313
2001-02-26,-0.8,7,,0,,1.313
2001-02-27,-6.4,8.7,,0,,1.314
2001-02-28,-0.8,2.4,,5.8,,1.316
2001-03-01,-0.3,7,,0,,1.294
2001-03-02,-2.7,5.2,,11.1,,1.296
2001-03-03,1.3,5.2,,1.5,,1.256
2001-03-04,3.3,8.2,,0,,1.251
2001-03-05,6.6,15.1,,0,,1.253
2001-03-06,8,10.4,,0,,1.256
2001-03-07,6.3,10,,0,,1.257
2001-03-08,6.9,8.3,,4.5,,1.259
2001-03-09,4.4,11.9,,0.4,,1.242
2001-03-10,1.5,10.9,,1.6,,1.245
2001-03-11,6.4,12.1,,0,,1.243
2001-03-12,6.3,14,,0,,1.246
2001-03-13,7.4,16.4,,29,,1.251
2001-03-14,1.6,18.4,,0,,1.15
2001-03-15,2.2,18.8,,0,,1.158
2001-03-16,5.4,16.8,,0,,1.167
2001-03-17,8.3,15,,6.6,,1.173
2001-03-18,6,15.7,,0,,1.154
2001-03-19,6.9,19.6,,0,,1.161
2001-03-20,7.7,18.3,,0,,1.17
2001-03-21,7.8,16.3,,0,,1.177
2001-03-22,8.2,21.6,,0,,1.184
2001-03-23,7.5,21.8,,0,,1.194
2001-03-24,6.5,20.3,,0,,1.204
2001-03-25,9.3,22.1,,0,,1.214
2001-03-26,9.7,20.4,,0,,1.224
2001-03-27,7.4,18.1,,0,,1.233
2001-03-28,8.4,12.9,,1,,1.241
2001-03-29,8.9,13.2,,5.1,,1.242
2001-03-30,8.1,10.2,,20.7,,1.228
2001-03-31,7.5,17.5,,2,,1.155
2001-04-01,3.8,17.5,,0,,1.156
2001-04-02,2.3,18.4,,0,,1.165
2001-04-03,2.4,20.2,,0,,1.176
2001-04-04,7.5,19,,0,,1.188
2001-04-05,7.1,14.5,,11.9,,1.198
2001-04-06,3.3,17.8,,0,,1.162
2001-04-07,6.3,11.6,,6.7,,1.172
2001-04-08,6.3,14.7,,0,,1.154
2001-04-09,2.6,19.6,,0,,1.162
2001-04-10,3.5,18.6,,2.8,,1.175
2001-04-11,8.6,10.1,,27.1,,1.176
2001-04-12,8.2,15.5,,0,,1.08
2001-04-13,6.6,16.6,,0,,1.089
2001-04-14,1,9.9,,5.4,,1.1
2001-04-15,0,15.4,,0,,1.088
2001-04-16,4.5,13.8,,5.1,,1.1
2001-04-17,6.7,16.1,,0,,1.091
2001-04-18,2.5,16.8,,0,,1.101
2001-04-19,3.6,16.9,,0,,1.114
2001-04-20,6.1,16.2,,0,,1.126
2001-04-21,2.7,8.8,,2,,1.138
2001-04-22,4.5,14.6,,0,,1.138
2001-04-23,0.9,14.6,,0,,1.148
2001-04-24,2.4,21.4,,0,,1.16
2001-04-25,7.9,21.7,,0,,1.176
2001-04-26,11,22.1,,0,,1.191
2001-04-27,10.9,19.6,,0,,1.205
2001-04-28,7.5,23.2,,0,,1.217
2001-04-29,7.3,23.7,,0,,1.234
2001-04-30,10.4,23.3,,0,,1.251
2001-05-01,10.7,25.5,,0,,1.266
2001-05-02,13.7,25.1,,0,,1.284
2001-05-03,14,23.6,,0,,1.3
2001-05-04,12.1,20.2,,0.4,,1.315
2001-05-05,12.9,18.1,,1.2,,1.326
2001-05-06,13,20.5,,1.6,,1.332
2001-05-07,12.9,21.5,,10.9,,1.339
2001-05-08,12.7,25,,0.4,,1.313
2001-05-09,12.4,24.2,,0,,1.329
2001-05-10,11,23.6,,0,,1.346
2001-05-11,11,24.5,,0,,1.363
2001-05-12,12.2,26.8,,0,,1.381
2001-05-13,13.6,23.5,,0,,1.401
2001-05-14,10.3,25.2,,0,,1.417
2001-05-15,12,22.3,,0,,1.435
2001-05-16,11.2,24.9,,0,,1.45
2001-05-17,11.4,25.6,,0,,1.468
2001-05-18,15,26.2,,0,,1.486
2001-05-19,10.6,23.5,,0,,1.504
2001-05-20,7.8,21.8,,0,,1.521
2001-05-21,11.7,13.9,,30.5,,1.537
2001-05-22,13.7,20.2,,0,,1.432
2001-05-23,14.8,24.5,,0,,1.445
2001-05-24,14,25.6,,0,,1.461
2001-05-25,13,27.1,,0,,1.479
2001-05-26,13.3,27.8,,0,,1.499
2001-05-27,13.3,30.7,,0,,1.52
2001-05-28,13.8,32.5,,0,,1.543
2001-05-29,15.2,32.5,,0,,1.568
2001-05-30,14.5,32.9,,0,,1.593
2001-05-31,15.9,31,,0,,1.618
2001-06-01,16.3,26.6,,0,,1.641
2001-06-02,12.4,21.9,,6.4,,1.659
2001-06-03,9.7,20.1,,4.7,,1.651
2001-06-04,7,23.9,,0,,1.649
2001-06-05,7.8,25.4,,0,,1.668
2001-06-06,10.7,22.4,,3,,1.689
2001-06-07,11.5,26.1,,0,,1.695
2001-06-08,10.9,28,,0,,1.715
2001-06-09,12.9,27.5,,0,,1.737
2001-06-10,14.5,28.6,,0,,1.758
2001-06-11,12.4,26,,0,,1.779
2001-06-12,9.3,23.5,,0,,1.798
2001-06-13,8.7,25.7,,0,,1.817
2001-06-14,9.6,28.8,,0,,1.837
2001-06-15,11,29.8,,0,,1.86
2001-06-16,14.4,29.6,,0,,1.884
2001-06-17,14.8,24.8,,2.5,,1.906
2001-06-18,12.2,25.9,,0.4,,1.913
2001-06-19,12.2,28.1,,0,,1.931
2001-06-20,11.4,28.3,,0,,1.952
2001-06-21,11.4,31,,0,,1.973
2001-06-22,12.3,30.2,,0,,1.997
2001-06-23,13.4,29.8,,0,,2.019
2001-06-24,16,31.5,,0,,2.041
2001-06-25,16.3,32,,0,,2.062
2001-06-26,17.9,31.7,,0,,2.085
2001-06-27,17.4,32,,0,,2.106
2001-06-28,16.7,26.6,,7.7,,2.127
2001-06-29,17.3,28.9,,0,,2.115
2001-06-30,17.1,31.6,,0,,2.133
2001-07-01,19.9,30.2,,0,,2.153
2001-07-02,18.3,29.9,,1,,2.171
2001-07-03,17.8,29.9,,0,,2.185
2001-07-04,18.6,27.1,,0,,2.203
2001-07-05,16.5,29.5,,0,,2.218
2001-07-06,17.2,30.4,,0,,2.236
2001-07-07,17.9,30.3,,0,,2.255
2001-07-08,16.4,30,,0,,2.273
2001-07-09,16.9,29.3,,0,,2.292
2001-07-10,18.1,28.5,,3.1,,2.309
2001-07-11,16.3,29.9,,0,,2.314
2001-07-12,18.2,27.2,,0,,2.332
2001-07-13,16.5,29.9,,0,,2.346
2001-07-14,19.1,31.6,,0,,2.364
2001-07-15,18.9,32.8,,0,,2.382
2001-07-16,18.9,29.4,,0,,2.402
2001-07-17,14.5,28.5,,0,,2.418
2001-07-18,13.5,26.8,,2,,2.435
2001-07-19,16.1,29.2,,5.3,,2.443
2001-07-20,14.3,21.3,,31.9,,2.441
2001-07-21,12.8,28.7,,0,,2.334
2001-07-22,12.6,29.9,,0,,2.352
2001-07-23,15.1,30.7,,0,,2.371
2001-07-24,16.9,29.5,,0,,2.389
2001-07-25,18.1,28.7,,0,,2.405
2001-07-26,16.6,31.3,,0,,2.42
2001-07-27,17.7,31.9,,0,,2.438
2001-07-28,19.6,29,,0,,2.456
2001-07-29,19.2,31.5,,0,,2.469
2001-07-30,19.3,32,,0,,2.485
2001-07-31,17.9,32.4,,0,,2.502
2001-08-01,17.7,33.1,,0,,2.519
2001-08-02,17.9,33.6,,0,,2.537
2001-08-03,19.5,33,,0,,2.555
2001-08-04,17.4,32.7,,0,,2.572
2001-08-05,18.2,30.8,,0,,2.589
2001-08-06,18.5,28.1,,0,,2.603
2001-08-07,16.5,30.6,,0,,2.615
2001-08-08,17.2,30.7,,0,,2.63
2001-08-09,17.5,32.3,,0,,2.644
2001-08-10,19.1,30.9,,0,,2.66
2001-08-11,14.6,23.3,,7.7,,2.673
2001-08-12,11.9,25.8,,0,,2.653
2001-08-13,11.5,27.9,,0,,2.665
2001-08-14,14.2,30.6,,0,,2.678
2001-08-15,15.7,31.9,,0,,2.693
2001-08-16,16.4,32.6,,0,,2.708
2001-08-17,17,32.4,,0,,2.723
2001-08-18,19.4,29.2,,0,,2.738
2001-08-19,17,31.7,,0,,2.748
2001-08-20,17.7,29.7,,0,,2.761
2001-08-21,17.1,30.6,,0,,2.773
2001-08-22,17.3,30.6,,0,,2.785
2001-08-23,16.3,30.9,,0,,2.797
2001-08-24,17.5,31.6,,0,,2.809
2001-08-25,17.1,31.5,,0,,2.821
2001-08-26,16.4,32.8,,0,,2.833
2001-08-27,17.3,34.5,,0,,2.847
2001-08-28,17.8,34.1,,0,,2.861
2001-08-29,20,33.4,,0,,2.874
2001-08-30,20.2,27.4,,3,,2.886
2001-08-31,14.1,23.3,,3.6,,2.881
2001-09-01,12.6,22.3,,1.4,,2.873
2001-09-02,13.3,23.9,,0,,2.873
2001-09-03,10.2,27.1,,0,,2.88
2001-09-04,12.2,19.6,,8.8,,2.889
2001-09-05,13.9,26.3,,0,,2.86
2001-09-06,9,24.9,,0,,2.868
2001-09-07,9.1,25.8,,0,,2.875
2001-09-08,11.7,29.6,,0,,2.884
2001-09-09,12.7,27.5,,0,,2.894
2001-09-10,8.9,22,,0,,2.902
2001-09-11,5.7,23.2,,0,,2.907
2001-09-12,6,24.4,,0,,2.914
2001-09-13,7.9,24.3,,0,,2.921
2001-09-14,10.7,20.5,,1.7,,2.927
2001-09-15,10.2,21.4,,7.3,,2.923
2001-09-16,7.3,19.9,,2.5,,2.9
2001-09-17,6.1,19.2,,0,,2.894
2001-09-18,4.8,19.8,,0,,2.897
2001-09-19,6.7,19.7,,0,,2.9
2001-09-20,6.5,21.7,,0,,2.903
2001-09-21,8.1,22.8,,0,,2.907
2001-09-22,9.2,19.3,,0,,2.91
2001-09-23,14.2,15.7,,25.4,,2.912
2001-09-24,14.8,19.8,,8,,2.815
2001-09-25,11.4,24.2,,0,,2.785
2001-09-26,10.1,21.7,,0,,2.788
2001-09-27,6.8,22.2,,0,,2.791
2001-09-28,7.6,23.3,,0,,2.794
2001-09-29,8.5,21.1,,0,,2.797
2001-09-30,11.5,16.7,,6.1,,2.799
2001-10-01,9.4,23.4,,0,,2.775
2001-10-02,14.2,23.8,,0,,2.778
2001-10-03,10.8,24.5,,0,,2.779
2001-10-04,13.4,19,,0.4,,2.782
2001-10-05,13,22.4,,0,,2.779
2001-10-06,16.6,23,,0,,2.78
2001-10-07,16.3,23.3,,1.8,,2.779
2001-10-08,15.3,24.5,,0,,2.772
2001-10-09,12.2,24,,0,,2.773
2001-10-10,13.4,20.2,,0,,2.774
2001-10-11,11.3,24.5,,0,,2.773
2001-10-12,10.1,24.2,,0,,2.774
2001-10-13,9.4,24.2,,0,,2.776
2001-10-14,8.9,23.7,,0,,2.777
2001-10-15,8.6,22.5,,0,,2.778
2001-10-16,9.5,21.4,,0,,2.778
2001-10-17,9.9,21.7,,0,,2.778
2001-10-18,7.7,20.6,,0,,2.777
2001-10-19,8.7,21.1,,0,,2.776
2001-10-20,10.9,18.2,,8.2,,2.775
2001-10-21,11.6,22.2,,8.3,,2.742
2001-10-22,8.9,19.9,,0,,2.711
2001-10-23,7.5,19,,0,,2.709
2001-10-24,10.3,19.6,,0,,2.707
2001-10-25,9.2,17.9,,0,,2.705
2001-10-26,9.3,17.9,,0,,2.702
2001-10-27,7.5,16.9,,0,,2.7
2001-10-28,8.6,16.1,,0,,2.697
2001-10-29,9.5,15.4,,0,,2.693
2001-10-30,9.9,16.2,,0,,2.689
2001-10-31,11.5,14.2,,0,,2.685
2001-11-01,7.6,16.3,,0,,2.679
2001-11-02,3.7,16.3,,0,,2.675
2001-11-03,2.1,15.1,,0,,2.672
2001-11-04,0.8,15.6,,0,,2.669
2001-11-05,0.8,15.7,,0,,2.666
2001-11-06,3.5,10.7,,2.1,,2.663
2001-11-07,2.1,14.8,,0,,2.65
2001-11-08,6.1,9.3,,0,,2.646
2001-11-09,3.9,10.2,,2.4,,2.64
2001-11-10,4.1,8.1,,0,,2.626
2001-11-11,4.4,6.2,,2.9,,2.62
2001-11-12,5.4,10.1,,0,,2.603
2001-11-13,3.9,11,,0,,2.597
2001-11-14,4.2,12,,0,,2.592
2001-11-15,-1,9.1,,0,,2.586
2001-11-16,-1.4,12.1,,0,,2.581
2001-11-17,-3.1,9.7,,0,,2.577
2001-11-18,0,7.3,,8.3,,2.571
2001-11-19,2,7,,0,,2.535
2001-11-20,0.9,10.7,,0,,2.528
2001-11-21,1.7,3.8,,0,,2.523
2001-11-22,0.5,2.3,,0,,2.516
2001-11-23,0.6,10.4,,0,,2.508
2001-11-24,-4.5,9,,0,,2.503
2001-11-25,-4.3,9.7,,0,,2.497
2001-11-26,-2.4,10.7,,0,,2.492
2001-11-27,-0.4,5.4,,1.8,,2.487
2001-11-28,0,6.8,,0,,2.473
2001-11-29,0.2,4.1,,0,,2.467
2001-11-30,-0.6,3.9,,0,,2.459
2001-12-01,1.2,4.3,,0,,2.452
2001-12-02,3,9.6,,0,,2.445
2001-12-03,0.2,8.6,,0,,2.438
2001-12-04,1.2,5.6,,0,,2.432
2001-12-05,1.4,9.8,,0,,2.425
2001-12-06,0.3,9.7,,0,,2.418
2001-12-07,-1.9,10.6,,0,,2.412
2001-12-08,-1.9,7.9,,0,,2.406
2001-12-09,-5.3,6.6,,0,,2.4
2001-12-10,-6.7,4.9,,0,,2.394
2001-12-11,-6,5.1,,0,,2.387
2001-12-12,-5.5,3.8,,0,,2.38
2001-12-13,-5.2,2.1,,0,,2.374
2001-12-14,-6,0.2,,0.6,,2.367
2001-12-15,-7.9,0.9,,0.6,,2.357
2001-12-16,-9.2,2.5,,0,,2.347
2001-12-17,-10.4,3.1,,0,,2.34
2001-12-18,-11,2.9,,0,,2.333
2001-12-19,-8.9,3.1,,0,,2.326
2001-12-20,-6.6,3.4,,0,,2.319
2001-12-21,-5.5,3.9,,0,,2.312
2001-12-22,-5.5,4.3,,0,,2.305
2001-12-23,-6.4,4.7,,0,,2.298
2001-12-24,-9.4,2.9,,0,,2.291
2001-12-25,-9.1,5,,0,,2.284
2001-12-26,-2.7,-0.6,,0,,2.277
2001-12-27,-6,5.4,,2.8,,2.269
2001-12-28,-7.3,7.3,,0,,2.252
2001-12-29,-8.1,4.3,,0,,2.245
2001-12-30,-3.2,8.2,,0,,2.238
2001-12-31,-3.4,5.4,,0,,2.231
2002-01-01,-8.7,5,,0,,2.224
2002-01-02,-9.2,5,,0,,2.217
2002-01-03,-9.1,3.8,,0,,2.21
2002-01-04,-10.5,2.3,,0,,2.207
2002-01-05,-10.7,3.9,,0,,2.204
2002-01-06,-8.5,6,,0,,2.201
2002-01-07,-7.5,4.1,,0,,2.198
2002-01-08,-8.9,7.3,,0,,2.195
2002-01-09,-8.8,7,,0,,2.193
2002-01-10,-8.3,8.6,,0,,2.191
2002-01-11,-7.2,9.9,,0,,2.189
2002-01-12,-6.1,7.3,,0,,2.187
2002-01-13,-7,7.1,,0,,2.185
2002-01-14,-6.2,5.7,,0,,2.183
2002-01-15,-8.9,4.1,,0,,2.181
2002-01-16,-9.6,2.1,,4.3,,2.178
2002-01-17,-9.1,-0.4,,0,,2.16
2002-01-18,-10.9,-0.7,,0,,2.157
2002-01-19,-12,5,,0,,2.155
2002-01-20,-8.4,6.4,,0,,2.153
2002-01-21,-5.5,9.1,,0,,2.151
2002-01-22,-4.2,3.5,,0,,2.15
2002-01-23,-0.2,4.5,,0,,2.148
2002-01-24,1.5,3.5,,11.5,,2.145
2002-01-25,-1.5,10.5,,0,,2.1
2002-01-26,-2.3,10.5,,0,,2.1
2002-01-27,-2.1,10.1,,0,,2.099
2002-01-28,-0.9,4.6,,0,,2.099
2002-01-29,2.2,5.4,,0,,2.097
2002-01-30,3,6.5,,0,,2.095
2002-01-31,4.2,5.7,,0,,2.093
2002-02-01,4.3,7.3,,0,,2.091
2002-02-02,2.9,5.9,,0,,2.089
2002-02-03,0.6,8.4,,0,,2.087
2002-02-04,0.9,2.9,,0,,2.087
2002-02-05,0.8,5.8,,0,,2.085
2002-02-06,1.4,8,,0.5,,2.084
2002-02-07,4.1,9.3,,0,,2.081
2002-02-08,0,12.6,,0,,2.08
2002-02-09,-0.9,13.2,,0,,2.081
2002-02-10,2.2,16.5,,0,,2.082
2002-02-11,-0.6,11.1,,0,,2.084
2002-02-12,1.8,12.5,,0,,2.085
2002-02-13,2.2,10.8,,0,,2.086
2002-02-14,6.2,8.4,,1.2,,2.087
2002-02-15,1.8,7.4,,29.8,,2.081
2002-02-16,0.2,4.2,,11.6,,1.972
2002-02-17,3.6,6,,1.2,,1.929
2002-02-18,2,10.7,,0,,1.925
2002-02-19,-0.8,13.4,,0,,1.926
2002-02-20,-1.1,14.5,,0,,1.929
2002-02-21,2.1,7.6,,4.2,,1.933
2002-02-22,-0.2,11.1,,0,,1.919
2002-02-23,-1.6,12.7,,0,,1.921
2002-02-24,-2.1,14,,0,,1.925
2002-02-25,-3.4,12.6,,0,,1.929
2002-02-26,-1.9,11.9,,0,,1.933
2002-02-27,6.2,10.4,,0,,1.936
2002-02-28,2.9,17.3,,0,,1.938
2002-03-01,4.3,15,,0,,1.943
2002-03-02,6.3,12,,0,,1.948
2002-03-03,3.7,17.2,,0,,1.95
2002-03-04,-0.1,15.1,,0,,1.956
2002-03-05,-1.2,12.3,,0,,1.962
2002-03-06,5.6,16.3,,4.7,,1.966
2002-03-07,3.1,17.5,,0,,1.954
2002-03-08,4.1,15.9,,0,,1.961
2002-03-09,2.1,16.8,,0,,1.967
2002-03-10,2,18.2,,0,,1.974
2002-03-11,0.7,18.5,,0,,1.981
2002-03-12,0,18.5,,0,,1.989
2002-03-13,2.3,19.3,,0,,1.997
2002-03-14,2.9,15.2,,0,,2.006
2002-03-15,5.8,16.7,,0,,2.012
2002-03-16,3.8,18.5,,0,,2.019
2002-03-17,5.1,16.4,,0,,2.027
2002-03-18,3.2,18.3,,0,,2.034
2002-03-19,5.2,20.2,,0,,2.043
2002-03-20,6.2,22.1,,0,,2.052
2002-03-21,5.2,25.8,,0,,2.062
2002-03-22,5.6,23,,0,,2.075
2002-03-23,2.6,17.2,,0,,2.086
2002-03-24,-0.7,14.5,,0,,2.095
2002-03-25,-3,13.5,,0,,2.103
2002-03-26,-2.9,14.4,,0,,2.11
2002-03-27,0.2,12.2,,0,,2.119
2002-03-28,-2.9,14.2,,0,,2.126
2002-03-29,-3.4,15.5,,0,,2.134
2002-03-30,-1.2,18.7,,0,,2.144
2002-03-31,3.2,20.6,,0,,2.154
2002-04-01,3.1,20.8,,0,,2.166
2002-04-02,2.8,21,,0,,2.178
2002-04-03,5,20.6,,0,,2.19
2002-04-04,6,17.2,,0,,2.145
2002-04-05,2.1,17.7,,0,,2.097
2002-04-06,6.8,14.7,,1.2,,2.051
2002-04-07,3.5,13.8,,2.9,,1.997
2002-04-08,7.4,9.1,,1.2,,1.937
2002-04-09,5.3,7.1,,20.8,,1.878
2002-04-10,4.5,12,,0,,1.748
2002-04-11,5.2,8.1,,20.4,,1.698
2002-04-12,7,10.2,,23.4,,1.57
2002-04-13,9.7,16.5,,7.1,,1.433
2002-04-14,8,17.4,,0,,1.359
2002-04-15,9.5,16.1,,4.6,,1.313
2002-04-16,6.7,13.5,,0,,1.248
2002-04-17,5.8,15.3,,0,,1.2
2002-04-18,2.9,20.4,,0,,1.211
2002-04-19,4.2,20.3,,0,,1.226
2002-04-20,9.2,12.5,,15.1,,1.241
2002-04-21,9.3,18.3,,2,,1.193
2002-04-22,6.9,21.2,,0,,1.198
2002-04-23,9.4,22.2,,0,,1.213
2002-04-24,6.9,22.2,,0,,1.229
2002-04-25,9,21,,0,,1.246
2002-04-26,8,24.3,,0,,1.261
2002-04-27,10.6,21.2,,0.8,,1.279
2002-04-28,9.6,19.2,,0,,1.291
2002-04-29,8.2,21.4,,0,,1.304
2002-04-30,7.8,21.9,,0,,1.32
2002-05-01,10.9,23.9,,0,,1.32
2002-05-02,13.6,17.1,,10.8,,1.338
2002-05-03,14.7,18.1,,3.4,,1.308
2002-05-04,9.7,17.1,,6.3,,1.306
2002-05-05,6.2,18.7,,0,,1.295
2002-05-06,4.4,19.5,,0,,1.311
2002-05-07,6.7,22.4,,0,,1.329
2002-05-08,14.5,16.8,,6.9,,1.347
2002-05-09,10.8,19.6,,25.4,,1.331
2002-05-10,11.3,19.8,,0.5,,1.253
2002-05-11,13.2,20.2,,0,,1.267
2002-05-12,11.6,20.1,,2.6,,1.282
2002-05-13,9.8,23.1,,0,,1.288
2002-05-14,10,26.2,,0,,1.308
2002-05-15,10.1,26.1,,0,,1.33
2002-05-16,12.6,27.2,,0,,1.349
2002-05-17,13.1,29.1,,0,,1.367
2002-05-18,10.8,27.7,,0,,1.388
2002-05-19,16,24,,0,,1.408
2002-05-20,12.3,22.9,,0,,1.422
2002-05-21,10.5,24.9,,0,,1.437
2002-05-22,10.7,26.7,,0,,1.454
2002-05-23,14.1,21.2,,14.3,,1.473
2002-05-24,14.3,24.2,,0,,1.433
2002-05-25,14.2,24.8,,3.3,,1.448
2002-05-26,12.2,25.4,,0,,1.452
2002-05-27,11.7,21.5,,0,,1.47
2002-05-28,10.3,22,,0,,1.485
2002-05-29,9.5,26,,0,,1.5
2002-05-30,11.1,28,,0,,1.509
2002-05-31,11.7,27.3,,0,,1.519
2002-06-01,12.2,28,,0,,1.528
2002-06-02,12.9,28.5,,0,,1.538
2002-06-03,15.2,25.7,,0,,1.547
2002-06-04,15.4,25.8,,0,,1.553
2002-06-05,17.4,26.2,,2.6,,1.559
2002-06-06,14,23.9,,2.4,,1.554
2002-06-07,12.3,21.1,,0,,1.55
2002-06-08,10.3,23.7,,9.5,,1.553
2002-06-09,13.4,18.9,,19.6,,1.524
2002-06-10,11.8,27.1,,0,,1.452
2002-06-11,12.2,27.2,,0,,1.461
2002-06-12,14.9,27.2,,0,,1.47
2002-06-13,14.3,30.4,,0,,1.497
2002-06-14,15.5,32.9,,0,,1.528
2002-06-15,16.2,32.9,,0,,1.56
2002-06-16,17.1,34,,0,,1.593
2002-06-17,17.3,32.5,,0,,1.626
2002-06-18,19.3,33.5,,0,,1.657
2002-06-19,18.7,33,,0,,1.688
2002-06-20,18.4,33,,0,,1.719
2002-06-21,18.1,34.5,,0,,1.75
2002-06-22,20.6,34.4,,0,,1.783
2002-06-23,18.6,35,,0,,1.814
2002-06-24,20.8,34.7,,0,,1.847
2002-06-25,17.8,26.9,,14.2,,1.878
2002-06-26,16.4,27.6,,0,,1.85
2002-06-27,14.1,30.2,,0,,1.817
2002-06-28,17.3,27.9,,0,,1.788
2002-06-29,16.6,26.4,,0,,1.755
2002-06-30,14.1,25.5,,0,,1.721
2002-07-01,11.8,29,,0,,1.687
2002-07-02,17.2,27.8,,2.2,,1.658
2002-07-03,19.1,30.7,,0,,1.616
2002-07-04,17,30.8,,0,,1.585
2002-07-05,16.9,27.8,,0,,1.555
2002-07-06,15.5,28.1,,0,,1.521
2002-07-07,13.8,28.8,,0,,1.489
2002-07-08,13.5,30.9,,0,,1.458
2002-07-09,14.7,31.7,,0,,1.429
2002-07-10,17.3,33.6,,0,,1.4
2002-07-11,15.8,31.7,,0,,1.423
2002-07-12,18.2,32,,0,,1.444
2002-07-13,18.8,29.1,,2,,1.464
2002-07-14,17.5,20.5,,12.8,,1.473
2002-07-15,15.4,20.5,,34.7,,1.433
2002-07-16,15.3,24,,6.4,,1.315
2002-07-17,15.1,28.2,,0,,1.305
2002-07-18,16.6,28.9,,11.5,,1.323
2002-07-19,16.6,26,,0,,1.299
2002-07-20,15,30.3,,0,,1.314
2002-07-21,17.1,29.4,,0,,1.334
2002-07-22,16.8,31.5,,0,,1.352
2002-07-23,18.3,29.8,,0,,1.373
2002-07-24,19.8,29.9,,10.2,,1.39
2002-07-25,16.8,28.1,,10.1,,1.365
2002-07-26,14.6,26.9,,0,,1.34
2002-07-27,16.2,26.4,,0,,1.352
2002-07-28,14,29.6,,0,,1.363
2002-07-29,16.9,30.7,,0,,1.378
2002-07-30,18.6,30.9,,0,,1.392
2002-07-31,17.2,29.6,,2,,1.405
2002-08-01,17.3,28.7,,0,,1.411
2002-08-02,16.5,29,,0,,1.422
2002-08-03,18.5,30.8,,0,,1.434
2002-08-04,19.5,30.8,,0.4,,1.447
2002-08-05,16.7,31.7,,0,,1.458
2002-08-06,17.9,24.7,,7.7,,1.472
2002-08-07,15.8,30.1,,0,,1.45
2002-08-08,14,29.8,,0,,1.451
2002-08-09,16.4,22.6,,0,,1.452
2002-08-10,14.3,20.3,,2.9,,1.445
2002-08-11,14.7,21.9,,21.7,,1.426
2002-08-12,12.7,28.9,,0,,1.34
2002-08-13,13.7,30.2,,0,,1.34
2002-08-14,13.1,29.6,,0,,1.341
2002-08-15,14.9,29.8,,0,,1.342
2002-08-16,15.1,30.1,,0,,1.342
2002-08-17,15.2,30.3,,0,,1.342
2002-08-18,16.3,30.2,,0,,1.342
2002-08-19,15.8,30.7,,0,,1.341
2002-08-20,15.4,30.6,,0,,1.34
2002-08-21,18.9,27.2,,0,,1.34
2002-08-22,17.9,27.1,,0,,1.349
2002-08-23,15.4,24.2,,7.3,,1.359
2002-08-24,15,27.7,,0,,1.341
2002-08-25,15.3,27.9,,0,,1.353
2002-08-26,15.6,26.6,,9.5,,1.364
