date,tmin,tmax,tavg,prec,etp,watertable
2005-08-19,17.9,31,,0,,2.818
2005-08-20,17.6,29.2,,0,,2.816
2005-08-21,15.3,21,,18.4,,2.813
2005-08-22,13.9,20.2,,1.2,,2.735
2005-08-23,15.1,25.3,,0,,2.72
2005-08-24,16,27.5,,0,,2.714
2005-08-25,15.9,28.8,,0,,2.709
2005-08-26,15.9,27.8,,0,,2.705
2005-08-27,18.3,26.9,,0.4,,2.7
2005-08-28,18.1,23.2,,25,,2.691
2005-08-29,17.3,28.1,,0,,2.589
2005-08-30,17.2,29.8,,0,,2.583
2005-08-31,17.2,29.6,,0,,2.579
2005-09-01,17.4,30.6,,0,,2.574
2005-09-02,17.9,31.8,,0,,2.57
2005-09-03,19.1,29.4,,0,,2.567
2005-09-04,18.2,28,,0,,2.56
2005-09-05,14.2,26.6,,0,,2.553
2005-09-06,12.1,26.4,,0,,2.546
2005-09-07,15.5,23.9,,0,,2.54
2005-09-08,17.4,25.8,,7.7,,2.526
2005-09-09,17.4,24.2,,21.3,,2.484
2005-09-10,15.6,25.9,,0,,2.391
2005-09-11,16.2,27.2,,0,,2.378
2005-09-12,13.3,23.7,,0,,2.366
2005-09-13,13.1,26.1,,0,,2.353
2005-09-14,14.1,27.4,,0,,2.341
2005-09-15,14.2,28.4,,0,,2.329
2005-09-16,14.4,26.1,,0,,2.317
2005-09-17,13.7,26.6,,10,,2.304
2005-09-18,12.2,14.4,,39.3,,2.254
2005-09-19,12.4,18.6,,0,,2.089
2005-09-20,14.3,21,,0,,2.072
2005-09-21,13.2,20.7,,0,,2.055
2005-09-22,11.4,22,,0,,2.038
2005-09-23,13,23.8,,0,,2.023
2005-09-24,11,24.1,,0,,2.008
2005-09-25,11.2,24.4,,0,,1.994
2005-09-26,11.3,24.9,,0,,1.98
2005-09-27,12.5,22.8,,0,,1.966
2005-09-28,15.8,24.4,,0,,1.951
2005-09-29,14.2,23.6,,0,,1.935
2005-09-30,10,22.2,,0,,1.918
2005-10-01,10.8,22,,0,,1.903
2005-10-02,12.1,17.5,,11,,1.886
2005-10-03,10.9,13.9,,13.3,,1.827
2005-10-04,11.4,17.9,,21.8,,1.757
2005-10-05,12.1,15,,22.7,,1.658
2005-10-06,13,15.8,,81.6,,1.555
2005-10-07,13.3,16.3,,31,,1.236
2005-10-08,13.2,16.7,,13,,1.103
2005-10-09,11,20,,0,,1.037
2005-10-10,9.9,19.7,,0,,1.021
2005-10-11,8.6,19.1,,0,,1.006
2005-10-12,7.6,18.7,,0,,0.99
2005-10-13,5.1,19.1,,0,,0.987
2005-10-14,7.2,19.5,,0,,0.984
2005-10-15,8.4,18.8,,0,,0.981
2005-10-16,7.9,19.7,,0,,0.977
2005-10-17,7.9,17.9,,0,,0.974
2005-10-18,6.3,16.3,,0,,0.97
2005-10-19,9,12.3,,7.7,,0.966
2005-10-20,9.9,11.6,,6,,0.93
2005-10-21,10,14.7,,0,,0.9
2005-10-22,12.6,17.3,,0,,0.894
2005-10-23,13.8,16.3,,0,,0.888
2005-10-24,13.4,17.3,,0,,0.88
2005-10-25,11.5,16.4,,0,,0.874
2005-10-26,10.3,19.6,,0,,0.868
2005-10-27,11.2,16.7,,0,,0.863
2005-10-28,10,17,,0,,0.857
2005-10-29,7.9,18.9,,0,,0.851
2005-10-30,6.7,15.4,,0,,0.847
2005-10-31,10.3,13.9,,0,,0.841
2005-11-01,11.3,13.4,,11,,0.834
2005-11-02,9.1,15.5,,0,,0.786
2005-11-03,7.5,16.5,,0,,0.779
2005-11-04,10.7,12.9,,0,,0.774
2005-11-05,11.9,13.4,,29.2,,0.766
2005-11-06,11.7,13.1,,42.1,,0.651
2005-11-07,9.2,16.2,,2.1,,0.489
2005-11-08,8.3,14.8,,0,,0.476
2005-11-09,10.3,12.2,,0,,0.47
2005-11-10,7.7,12.1,,0,,0.498
2005-11-11,5.5,11.1,,0,,0.527
2005-11-12,7.8,9.4,,0,,0.557
2005-11-13,7.8,8.8,,0,,0.584
2005-11-14,7.9,9.6,,0,,0.612
2005-11-15,8.5,10.2,,0,,0.64
2005-11-16,6.2,10.9,,0,,0.668
2005-11-17,4.4,11.7,,0,,0.696
2005-11-18,1.1,11.3,,0,,0.726
2005-11-19,-0.3,9.8,,0,,0.755
2005-11-20,-2.4,9.5,,0,,0.785
2005-11-21,-0.5,9.5,,0,,0.814
2005-11-22,2,9.1,,1.2,,0.843
2005-11-23,0.4,4.6,,0,,0.867
2005-11-24,-3,4.5,,0,,0.895
2005-11-25,-3.8,1.2,,0.5,,0.924
2005-11-26,-0.3,0.4,,0,,0.949
2005-11-27,-3.4,2.9,,5,,0.976
2005-11-28,-5.8,5.3,,7.1,,0.986
2005-11-29,-0.6,1.3,,4.5,,0.989
2005-11-30,1.3,3.7,,12.8,,1
2005-12-01,-1,7.5,,9.4,,0.981
2005-12-02,-1.6,4.1,,1.3,,0.975
2005-12-03,1,5.5,,7.3,,0.999
2005-12-04,-0.5,5.4,,1,,1.001
2005-12-05,3,5.3,,5.3,,1.027
2005-12-06,4.6,8.8,,0.4,,1.036
2005-12-07,0,7.8,,0,,1.063
2005-12-08,-1.9,5.3,,4.5,,1.093
2005-12-09,0.8,7.8,,11.8,,1.106
2005-12-10,-1.3,7.2,,0,,1.092
2005-12-11,-1.4,6.5,,0,,1.122
2005-12-12,1.4,4.6,,8.2,,1.152
2005-12-13,1.1,5.6,,0,,1.151
2005-12-14,-1.3,7.8,,0,,1.18
2005-12-15,-2.2,6.2,,0,,1.172
2005-12-16,-3,0.9,,0,,1.164
2005-12-17,-1.7,2.6,,0,,1.155
2005-12-18,-3.4,6.7,,0,,1.146
2005-12-19,-4.1,2.7,,0,,1.139
2005-12-20,-3.3,6.5,,0,,1.13
2005-12-21,-3.2,6.7,,0,,1.122
2005-12-22,-3.5,5.1,,0,,1.115
2005-12-23,-3.3,5.8,,0,,1.107
2005-12-24,-3.9,5.6,,0,,1.099
2005-12-25,1.4,3.3,,2.1,,1.091
2005-12-26,2.4,4.5,,5.4,,1.074
2005-12-27,0.4,2.5,,6,,1.045
2005-12-28,-0.4,2.2,,2.7,,1.014
2005-12-29,-4.5,2.7,,0.2,,0.994
2005-12-30,-6.7,0.2,,0,,0.984
2005-12-31,-2.1,-0.3,,0,,0.975
2006-01-01,-1.6,0.9,,0,,0.965
2006-01-02,-1.2,2,,4.5,,0.956
2006-01-03,-0.1,6,,0.6,,0.93
2006-01-04,-1.7,5.5,,0,,0.919
2006-01-05,0.4,3.8,,0,,0.911
2006-01-06,-1.8,6.9,,0,,0.901
2006-01-07,-0.9,7.7,,0,,0.893
2006-01-08,-1.9,4.3,,0,,0.885
2006-01-09,-3.1,5.3,,0,,0.877
2006-01-10,-4.8,5.2,,0,,0.868
2006-01-11,-3.8,6.2,,0,,0.86
2006-01-12,-4.9,7.3,,0,,0.875
2006-01-13,-4.6,5.7,,0,,0.89
2006-01-14,-5.7,4.4,,0,,0.904
2006-01-15,-5.8,1.1,,0,,0.919
2006-01-16,-1.1,0.8,,0,,0.933
2006-01-17,-0.8,0.5,,1.3,,0.947
2006-01-18,-1.8,3.7,,0,,0.955
2006-01-19,-4.5,-0.4,,0,,0.97
2006-01-20,-5.3,-0.6,,0,,0.984
2006-01-21,-3.2,1.7,,0,,0.998
2006-01-22,-2.4,6.6,,0,,1.012
2006-01-23,-3.5,3.7,,0,,1.027
2006-01-24,-6.1,2.4,,0,,1.042
2006-01-25,-8.5,2.9,,0,,1.057
2006-01-26,-6.8,-2,,0,,1.072
2006-01-27,-2.1,0.4,,2.1,,1.087
2006-01-28,0.3,2.1,,9.5,,1.093
2006-01-29,1.5,2.5,,2.8,,1.072
2006-01-30,2.5,4.2,,4.1,,1.076
2006-01-31,0.3,9.6,,0,,1.076
2006-02-01,-0.3,10.1,,0,,1.093
2006-02-02,-1.7,11.2,,0,,1.11
2006-02-03,-0.8,10.2,,0,,1.127
2006-02-04,-1.6,8.9,,0,,1.144
2006-02-05,-3,6.4,,0,,1.161
2006-02-06,-5.3,4.9,,0,,1.177
2006-02-07,-6.1,3.9,,0,,1.194
2006-02-08,-2.9,4.3,,0,,1.21
2006-02-09,-2.8,9.3,,0,,1.21
2006-02-10,-3.9,10,,0,,1.211
2006-02-11,-3.5,10.3,,0,,1.213
2006-02-12,-6,9.1,,0,,1.215
2006-02-13,-6.1,8.8,,0,,1.217
2006-02-14,-5.4,9.1,,0,,1.219
2006-02-15,-0.6,6.3,,0,,1.221
2006-02-16,0.4,3.9,,0,,1.222
2006-02-17,-0.3,10.5,,0,,1.223
2006-02-18,-0.6,13.1,,3.1,,1.225
2006-02-19,2.6,9.2,,5.3,,1.217
2006-02-20,4.4,7.4,,0,,1.2
2006-02-21,4,6.4,,7.8,,1.201
2006-02-22,5,9.2,,2.3,,1.173
2006-02-23,5.7,9.7,,2.3,,1.166
2006-02-24,3.6,5.3,,18.8,,1.159
2006-02-25,3.5,5.3,,3.9,,1.091
2006-02-26,1.8,9.3,,0,,1.078
2006-02-27,1.1,5.6,,0.7,,1.081
2006-02-28,-1.1,6.3,,0,,1.081
2006-03-01,-2.2,8.5,,0,,1.084
2006-03-02,-0.2,7.2,,2.1,,1.088
2006-03-03,-0.6,7.6,,0,,1.084
2006-03-04,2.5,17,,0,,1.088
2006-03-05,4.6,14.3,,8.5,,1.095
2006-03-06,1.3,9.4,,0,,1.07
2006-03-07,-1,10.4,,0,,1.074
2006-03-08,-2,9.5,,0,,1.08
2006-03-09,3.8,10.9,,0,,1.119
2006-03-10,4.8,13.5,,4.2,,1.159
2006-03-11,1.8,11,,0,,1.184
2006-03-12,0.3,5.2,,5.3,,1.224
2006-03-13,-0.4,10.9,,0.5,,1.242
2006-03-14,-2,10.3,,0,,1.281
2006-03-15,-1,11.5,,0,,1.322
2006-03-16,2.4,7.1,,0,,1.363
2006-03-17,2,10.7,,0,,1.402
2006-03-18,-0.9,11.1,,0,,1.442
2006-03-19,1.5,11.7,,0,,1.484
2006-03-20,0.5,13.5,,0,,1.525
2006-03-21,6.7,8.6,,3.9,,1.568
2006-03-22,6.9,11.7,,1,,1.591
2006-03-23,6.5,15,,0,,1.628
2006-03-24,5.5,10.4,,0,,1.67
2006-03-25,3.2,15.5,,0,,1.71
2006-03-26,6.4,18.3,,0,,1.754
2006-03-27,8,19,,0,,1.799
2006-03-28,9.2,19.5,,0,,1.843
2006-03-29,7.8,20.3,,0,,1.888
2006-03-30,5,18.1,,0,,1.934
2006-03-31,6.9,21.5,,0,,1.979
2006-04-01,7.6,18.1,,0,,2.026
2006-04-02,7.7,19.7,,0,,2.071
2006-04-03,7.2,20.8,,0,,2.117
2006-04-04,4.3,18.7,,0,,2.164
2006-04-05,6.2,16.5,,0,,2.21
2006-04-06,3.3,10.4,,5.8,,2.255
2006-04-07,0.6,13.6,,0,,2.276
2006-04-08,1.6,16.8,,0,,2.32
2006-04-09,5.3,17.6,,0,,2.367
2006-04-10,6.9,15.8,,0,,2.413
2006-04-11,5.3,11.2,,0,,2.458
2006-04-12,2,15.2,,0,,2.5
2006-04-13,2.1,18.6,,0,,2.498
2006-04-14,4.9,22.7,,0,,2.498
2006-04-15,6,19.1,,0.3,,2.5
2006-04-16,10.4,21.2,,0,,2.498
2006-04-17,9.5,20.3,,13.6,,2.498
2006-04-18,10.6,16.9,,4.6,,2.448
2006-04-19,9.2,19.5,,0,,2.428
2006-04-20,7.1,21,,0,,2.428
2006-04-21,7.8,23.1,,0,,2.429
2006-04-22,8.5,24.9,,0,,2.432
2006-04-23,8.6,25,,0,,2.436
2006-04-24,8.9,25.1,,0,,2.441
2006-04-25,9.5,23.3,,0.5,,2.445
2006-04-26,12.7,23.2,,0.2,,2.446
2006-04-27,10.7,18.8,,0.6,,2.447
2006-04-28,13,17.1,,2.1,,2.444
2006-04-29,13.3,19.2,,4.8,,2.432
2006-04-30,9.6,13.3,,11.1,,2.412
2006-05-01,7.3,17.9,,0,,2.366
2006-05-02,9.9,20.1,,0,,2.367
2006-05-03,10.1,21.6,,0,,2.368
2006-05-04,8.2,22.8,,0,,2.37
2006-05-05,10.5,21.4,,0,,2.374
2006-05-06,10.4,22.5,,0,,2.376
2006-05-07,10.2,23.6,,0,,2.379
2006-05-08,11,20.8,,0,,2.384
2006-05-09,9.7,15.6,,9,,2.385
2006-05-10,9.7,21.2,,0,,2.349
2006-05-11,11.2,22.6,,0,,2.352
2006-05-12,8.5,25.4,,0,,2.355
2006-05-13,9.7,24.9,,0.7,,2.362
2006-05-14,13.5,22.7,,2.3,,2.365
2006-05-15,11.5,24,,0,,2.359
2006-05-16,11.8,27.2,,0,,2.363
2006-05-17,12.7,28.9,,0,,2.37
2006-05-18,15.2,27.1,,0,,2.378
2006-05-19,15.7,28.4,,0,,2.384
2006-05-20,13.3,25.7,,0,,2.391
2006-05-21,15.4,26.9,,0,,2.396
2006-05-22,12.9,29.5,,0,,2.401
2006-05-23,15,25.4,,0,,2.41
2006-05-24,11.4,23.1,,1.7,,2.414
2006-05-25,9.8,23.1,,0,,2.412
2006-05-26,11.8,25.9,,0,,2.417
2006-05-27,14.5,28,,0,,2.423
2006-05-28,14.5,31.1,,0,,2.429
2006-05-29,15.5,22.1,,0,,2.439
2006-05-30,5.5,16.2,,14.5,,2.439
2006-05-31,4.8,19,,1.5,,2.386
2006-06-01,8.3,21,,0,,2.383
2006-06-02,9.4,19.4,,5.8,,2.386
2006-06-03,10.4,21.2,,0,,2.367
2006-06-04,8.9,25.1,,0,,2.369
2006-06-05,10.6,24.6,,12.4,,2.376
2006-06-06,10.9,22.4,,0,,2.336
2006-06-07,11.8,21.8,,1.7,,2.338
2006-06-08,11.7,23,,0,,2.334
2006-06-09,12.6,23,,0,,2.337
2006-06-10,9.9,26.4,,0,,2.34
2006-06-11,15.6,23.6,,0,,2.347
2006-06-12,10.7,26,,0,,2.349
2006-06-13,12.2,29.5,,0,,2.355
2006-06-14,14.7,31.1,,0,,2.364
2006-06-15,14.3,31.1,,0,,2.374
2006-06-16,14.6,29.8,,0,,2.384
2006-06-17,15.3,30.7,,0,,2.392
2006-06-18,16.8,31.2,,0,,2.401
2006-06-19,16.6,30.7,,0,,2.41
2006-06-20,19.8,32.2,,0,,2.418
2006-06-21,19.3,31.4,,0,,2.426
2006-06-22,17.2,34,,0,,2.432
2006-06-23,18.5,33,,0,,2.443
2006-06-24,19.6,33.4,,0,,2.45
2006-06-25,18.7,32.3,,0,,2.457
2006-06-26,18.9,33.6,,0,,2.462
2006-06-27,19.8,34.3,,0,,2.469
2006-06-28,20.5,33.6,,0,,2.476
2006-06-29,20.4,29.4,,0,,2.482
2006-06-30,19,33.5,,0,,2.483
2006-07-01,17,32.2,,0,,2.489
2006-07-02,19.7,29.6,,0,,2.495
2006-07-03,17.3,30.3,,0,,2.496
2006-07-04,19,29.9,,0,,2.5
2006-07-05,16.6,30.4,,0,,2.502
2006-07-06,17.2,27.9,,11,,2.506
2006-07-07,16.9,24.5,,0,,2.466
2006-07-08,18.1,28.1,,0,,2.463
2006-07-09,17.1,31.6,,0,,2.464
2006-07-10,18.4,33,,0,,2.468
2006-07-11,18.6,33.9,,0,,2.473
2006-07-12,21.4,33.5,,0,,2.494
2006-07-13,19.8,32.8,,0,,2.513
2006-07-14,20.2,33.4,,0,,2.532
2006-07-15,20.3,32.3,,0,,2.551
2006-07-16,18.6,29.2,,0,,2.569
2006-07-17,17.1,30,,0,,2.584
2006-07-18,14.5,31,,0,,2.601
2006-07-19,14.9,33.8,,0,,2.62
2006-07-20,15.9,36,,0,,2.641
2006-07-21,16.9,36.7,,0,,2.664
2006-07-22,19,36.8,,0,,2.687
2006-07-23,22.3,35.5,,0,,2.709
2006-07-24,21.8,34.3,,8,,2.728
2006-07-25,22.2,34.9,,0,,2.715
2006-07-26,22.2,34.3,,0,,2.732
2006-07-27,22.5,34.4,,0,,2.748
2006-07-28,20.1,34.8,,13.8,,2.764
2006-07-29,18.3,31.2,,0,,2.731
2006-07-30,19.2,33.6,,0,,2.746
2006-07-31,19.3,35.2,,0,,2.763
2006-08-01,21.9,30.5,,0,,2.781
2006-08-02,19.8,28.9,,19.6,,2.792
2006-08-03,16.5,25.1,,13.7,,2.731
2006-08-04,14.7,25.5,,0.4,,2.69
2006-08-05,12.8,27.4,,0,,2.7
2006-08-06,14.6,29.3,,0,,2.713
2006-08-07,16.2,31.3,,0,,2.727
2006-08-08,18.4,30.1,,0,,2.742
2006-08-09,16.6,28.5,,0,,2.754
2006-08-10,14.5,28.2,,0,,2.766
2006-08-11,16.2,23.5,,15.2,,2.779
2006-08-12,12.9,21.4,,1.5,,2.73
2006-08-13,11.6,23.9,,0,,2.732
2006-08-14,12,23.7,,0,,2.741
2006-08-15,12.1,26.5,,0,,2.751
2006-08-16,17.4,22.1,,9,,2.762
2006-08-17,18.2,29.5,,0,,2.733
2006-08-18,20.3,30.6,,0,,2.743
2006-08-19,18.4,27,,2.1,,2.754
2006-08-20,17.5,29.8,,0,,2.754
2006-08-21,15.6,27.5,,0,,2.764
2006-08-22,15.2,29.2,,0,,2.774
2006-08-23,16.9,29,,0,,2.784
2006-08-24,17.5,28.8,,0,,2.794
2006-08-25,17.8,26.1,,3.3,,2.803
2006-08-26,16.8,27.3,,0,,2.797
2006-08-27,16,26.1,,0,,2.805
2006-08-28,13.7,25.8,,0,,2.811
2006-08-29,15.6,27.2,,1.2,,2.819
2006-08-30,12.6,25.2,,4.8,,2.822
2006-08-31,10.5,26.4,,0,,2.811
2006-09-01,10.6,27.3,,0,,2.82
2006-09-02,12,28.1,,0,,2.828
2006-09-03,14.8,29.8,,0,,2.837
2006-09-04,16,31.4,,0,,2.846
2006-09-05,16.7,31.7,,0,,2.856
2006-09-06,17.3,31.9,,0,,2.865
2006-09-07,18.9,31.5,,0,,2.879
2006-09-08,18.4,30.5,,11,,2.892
2006-09-09,13,26.3,,0,,2.863
2006-09-10,11.3,26.6,,0,,2.874
2006-09-11,10.1,27.1,,0,,2.885
2006-09-12,12.3,27,,0,,2.897
2006-09-13,12.7,27.5,,0,,2.907
2006-09-14,16.5,24.2,,27.9,,2.918
2006-09-15,17.9,27.2,,12.7,,2.823
2006-09-16,17.3,21.2,,28.8,,2.785
2006-09-17,15,17.6,,16.4,,2.683
2006-09-18,13.6,25,,0,,2.626
2006-09-19,15,26.2,,0,,2.635
2006-09-20,14.5,26.8,,0,,2.644
2006-09-21,14.1,26.9,,0,,2.654
2006-09-22,13.3,27.2,,0,,2.663
2006-09-23,13.1,24.6,,0,,2.673
2006-09-24,10.9,24.3,,0,,2.681
2006-09-25,16.2,19.9,,15.3,,2.69
2006-09-26,16,22.4,,4.9,,2.637
2006-09-27,14.3,25.6,,0,,2.625
2006-09-28,12.3,25.7,,0,,2.633
2006-09-29,12.9,25.8,,0,,2.641
2006-09-30,12.8,25.7,,0,,2.65
2006-10-01,15.7,26.3,,0,,2.658
2006-10-02,15,26.3,,0,,2.665
2006-10-03,14.8,25.3,,0,,2.673
2006-10-04,11.7,25.2,,0,,2.68
2006-10-05,10.9,22,,0,,2.688
2006-10-06,8.7,22,,0,,2.693
2006-10-07,9,15.7,,1.7,,2.7
2006-10-08,8.3,21.6,,0,,2.696
2006-10-09,7.8,22,,0,,2.702
2006-10-10,7.9,22.4,,0,,2.709
2006-10-11,6.9,22.2,,0,,2.715
2006-10-12,7.9,21,,0,,2.721
2006-10-13,8,21.2,,0,,2.726
2006-10-14,8.9,20.8,,0,,2.731
2006-10-15,7.7,20.5,,0,,2.736
2006-10-16,5.6,20,,0,,2.74
2006-10-17,5,18.3,,0,,2.745
2006-10-18,3.4,17.5,,0,,2.749
2006-10-19,7.7,17.4,,0.8,,2.752
2006-10-20,12,15.3,,1.1,,2.752
2006-10-21,12.8,14.4,,12,,2.748
2006-10-22,12.4,17.4,,0,,2.703
2006-10-23,12.6,18.6,,0,,2.705
2006-10-24,12.7,24.6,,0,,2.706
2006-10-25,10.1,23.3,,0,,2.711
2006-10-26,10.1,21.9,,0,,2.715
2006-10-27,11.2,22.2,,0,,2.718
2006-10-28,11.4,17.4,,0,,2.722
2006-10-29,11.6,21.6,,0,,2.723
2006-10-30,7.3,20.9,,0,,2.726
2006-10-31,5.3,17.6,,0,,2.729
2006-11-01,9.7,19.2,,0.5,,2.732
2006-11-02,-0.3,14.8,,0,,2.732
2006-11-03,-1.4,13.6,,0,,2.734
2006-11-04,-2.5,12.7,,0,,2.735
2006-11-05,-1,12.1,,0,,2.737
2006-11-06,3.2,16.5,,0,,2.738
2006-11-07,1,16.8,,0,,2.739
2006-11-08,2.1,17,,0,,2.741
2006-11-09,4.7,18,,0,,2.743
2006-11-10,3.7,13,,0,,2.744
2006-11-11,2.6,11.4,,0,,2.744
2006-11-12,4.6,13.9,,0,,2.744
2006-11-13,2,13.7,,0,,2.744
2006-11-14,0.9,16.3,,0,,2.744
2006-11-15,3.3,11.7,,0,,2.745
2006-11-16,6.1,12.7,,0,,2.744
2006-11-17,9.2,11,,0,,2.743
2006-11-18,9.6,12.6,,2.2,,2.741
2006-11-19,8.7,15.4,,0,,2.731
2006-11-20,9.8,11.5,,4.1,,2.73
2006-11-21,7.5,12.9,,8.5,,2.713
2006-11-22,3.8,11.7,,16.2,,2.68
2006-11-23,1.7,12.5,,0,,2.62
2006-11-24,7.9,10.7,,0,,2.62
2006-11-25,7.4,10.3,,0.5,,2.618
2006-11-26,5.3,14.5,,0,,2.614
2006-11-27,8.7,10.7,,0,,2.614
2006-11-28,9.8,10.9,,0,,2.612
2006-11-29,8.8,11.4,,0,,2.609
2006-11-30,4.2,12.6,,0,,2.607
2006-12-01,2,12.8,,0,,2.606
2006-12-02,3.4,6.8,,0,,2.606
2006-12-03,5.6,10.5,,0,,2.604
2006-12-04,6.4,8.9,,0,,2.602
2006-12-05,7,9.7,,0,,2.6
2006-12-06,8.3,11.2,,0,,2.587
2006-12-07,8.5,11.9,,2.2,,2.575
2006-12-08,8.8,14.4,,0,,2.554
2006-12-09,7.9,15.7,,1.1,,2.542
2006-12-10,2.4,12.2,,0,,2.527
2006-12-11,0.3,9.5,,0,,2.515
2006-12-12,-1.4,9.9,,0,,2.504
2006-12-13,-0.6,9.4,,0,,2.492
2006-12-14,-1.5,10.1,,0,,2.48
2006-12-15,2.1,10.1,,0,,2.469
2006-12-16,3.1,8.4,,0,,2.457
2006-12-17,4.6,7.8,,5.3,,2.445
2006-12-18,6.3,8,,12.8,,2.413
2006-12-19,3.6,7.8,,0,,2.353
2006-12-20,1.2,8.1,,0,,2.341
2006-12-21,-3.9,6.4,,0,,2.329
2006-12-22,-0.9,8.3,,0,,2.318
2006-12-23,-3.1,6.9,,0,,2.306
2006-12-24,-3.4,9.1,,0,,2.295
2006-12-25,-2,9.9,,0,,2.284
2006-12-26,-3.8,8,,0,,2.273
2006-12-27,-3.5,0.9,,0,,2.261
2006-12-28,-0.6,0.5,,0,,2.249
2006-12-29,-0.8,2,,0,,2.236
2006-12-30,1.1,3.7,,0,,2.224
2006-12-31,2,9.7,,0,,2.211
2007-01-01,2.1,6.7,,0,,2.2
2007-01-02,1.6,11.3,,0,,2.189
2007-01-03,-0.3,13.2,,0,,2.178
2007-01-04,0.5,6.7,,0,,2.167
2007-01-05,-0.1,9.8,,0,,2.156
2007-01-06,-1,10.2,,0,,2.145
2007-01-07,3.9,10,,0,,2.134
2007-01-08,5.2,8.5,,2.5,,2.123
2007-01-09,3.6,10.4,,0,,2.102
2007-01-10,2.8,6.8,,0,,2.092
2007-01-11,4.5,11.5,,0,,2.08
2007-01-12,3.8,9.8,,0,,2.07
2007-01-13,4.1,5.4,,0,,2.059
2007-01-14,3,7.2,,0,,2.047
2007-01-15,4.8,6.7,,0,,2.035
2007-01-16,4.6,6.5,,0,,2.023
2007-01-17,4.8,7,,0,,2.011
2007-01-18,4.2,7,,0,,1.999
2007-01-19,4.2,17,,0,,1.988
2007-01-20,3.2,8.2,,0,,1.979
2007-01-21,4.7,10.2,,0,,1.968
2007-01-22,6.1,7.9,,0,,1.958
2007-01-23,7.5,10.6,,4.9,,1.946
2007-01-24,2.2,9,,1.3,,1.917
2007-01-25,1.5,3.4,,2.4,,1.902
2007-01-26,0.6,2.6,,0,,1.882
2007-01-27,-1,8,,0,,1.87
2007-01-28,-2.5,9.7,,0,,1.86
2007-01-29,1,11.4,,0,,1.851
2007-01-30,-2.2,9.2,,0,,1.842
2007-01-31,-1.2,4.8,,0,,1.833
2007-02-01,-0.7,4.2,,0,,1.823
2007-02-02,0.8,8.3,,0,,1.812
2007-02-03,-2.1,11.4,,0,,1.803
2007-02-04,-0.9,7.8,,0,,1.795
2007-02-05,-2.9,10.8,,0,,1.785
2007-02-06,-1.5,4.2,,3.8,,1.777
2007-02-07,4.2,6.4,,7,,1.754
2007-02-08,5.3,8.2,,2.5,,1.718
2007-02-09,6.5,9.1,,0,,1.699
2007-02-10,6.8,9.1,,0,,1.689
2007-02-11,2,12.6,,0,,1.68
2007-02-12,1.6,6.7,,13.6,,1.672
2007-02-13,3.7,16.4,,0,,1.614
2007-02-14,0.5,10.9,,0,,1.608
2007-02-15,2.6,13.6,,5.8,,1.601
2007-02-16,0.8,12.1,,0,,1.573
2007-02-17,2.4,11.9,,0,,1.567
2007-02-18,1.5,9.1,,0,,1.56
2007-02-19,-0.3,11.6,,0,,1.552
2007-02-20,0.2,11.5,,0,,1.546
2007-02-21,6,12.7,,0,,1.54
2007-02-22,7.3,13.4,,0,,1.533
2007-02-23,5.6,14.1,,0,,1.526
2007-02-24,6.6,14.1,,0.2,,1.52
2007-02-25,7.4,9.4,,1.7,,1.513
2007-02-26,4.4,13.3,,0,,1.498
2007-02-27,3.6,16.7,,0,,1.492
2007-02-28,2.8,13.6,,0,,1.488
2007-03-01,1.7,12.4,,0,,1.483
2007-03-02,4.3,19.3,,0,,1.477
2007-03-03,4.3,17.1,,0,,1.475
2007-03-04,3.9,19.5,,0,,1.471
2007-03-05,6.5,16,,0,,1.469
2007-03-06,8.8,14.5,,0,,1.465
2007-03-07,9.1,14.1,,2,,1.46
2007-03-08,7.3,15,,2,,1.447
2007-03-09,6.9,16.6,,0,,1.435
2007-03-10,4.7,15.7,,0,,1.432
2007-03-11,2.6,14.3,,0,,1.429
2007-03-12,1,15.8,,0,,1.425
2007-03-13,1.8,18.8,,0,,1.423
2007-03-14,3.1,20.3,,0,,1.423
2007-03-15,3.9,19.9,,0,,1.423
2007-03-16,3.4,19.8,,0,,1.423
2007-03-17,4.2,20.9,,0,,1.423
2007-03-18,5.3,19.9,,0,,1.423
2007-03-19,4.3,15.4,,1.3,,1.423
2007-03-20,1.8,4.9,,10.6,,1.417
2007-03-21,1.8,11.9,,0,,1.371
2007-03-22,0.9,11.1,,0,,1.369
2007-03-23,0,12,,0,,1.366
2007-03-24,0.1,13.8,,8.2,,1.364
2007-03-25,5.9,8.4,,44.2,,1.333
2007-03-26,5.5,8.6,,11.8,,1.165
2007-03-27,5.7,10.9,,0,,1.117
2007-03-28,3.9,13.6,,0,,1.114
2007-03-29,3.2,13.5,,0,,1.113
2007-03-30,7.5,8.6,,19.6,,1.113
2007-03-31,4.9,14.2,,3,,1.036
2007-04-01,7.7,13.3,,1.4,,1.025
2007-04-02,7.4,17.5,,0,,1.018
2007-04-03,6,18.4,,0,,1.02
2007-04-04,7.8,14.3,,18.7,,1.023
2007-04-05,4.9,17.2,,0,,0.954
2007-04-06,3.1,20,,0,,0.957
2007-04-07,4,21.6,,0,,0.962
2007-04-08,6.3,20.5,,0,,0.969
2007-04-09,6.6,22,,0,,0.974
2007-04-10,6.2,22.6,,0,,0.98
2007-04-11,8.2,23.5,,0,,0.999
2007-04-12,7.4,23.3,,0,,1.019
2007-04-13,8.5,22.6,,0,,1.039
